0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
29476251,1,,AIH,PHENOTYPE,,NA;,,fulminant hepatic failure,PHENOTYPE,,POSITIVE,ACTIVE,lead,"Autoimmune hepatitis (AIH) is characterized by progressive inflammation and necrosis of hepatocytes and eventually leads to a variety of phenotypes, including acute liver dysfunction, chronic progressive liver disease, and fulminant hepatic failure.",Directed Link,Positive Cause
29476251,1,,Autoimmune hepatitis,PHENOTYPE,,NA;,,acute liver dysfunction,PHENOTYPE,,POSITIVE,ACTIVE,lead,"Autoimmune hepatitis (AIH) is characterized by progressive inflammation and necrosis of hepatocytes and eventually leads to a variety of phenotypes, including acute liver dysfunction, chronic progressive liver disease, and fulminant hepatic failure.",Directed Link,Positive Cause
29476251,1,,Autoimmune hepatitis,PHENOTYPE,,NA;,,chronic progressive liver disease,PHENOTYPE,,POSITIVE,ACTIVE,lead,"Autoimmune hepatitis (AIH) is characterized by progressive inflammation and necrosis of hepatocytes and eventually leads to a variety of phenotypes, including acute liver dysfunction, chronic progressive liver disease, and fulminant hepatic failure.",Directed Link,Positive Cause
29476251,1,,Autoimmune hepatitis,PHENOTYPE,,NA;,,fulminant hepatic failure,PHENOTYPE,,POSITIVE,ACTIVE,lead,"Autoimmune hepatitis (AIH) is characterized by progressive inflammation and necrosis of hepatocytes and eventually leads to a variety of phenotypes, including acute liver dysfunction, chronic progressive liver disease, and fulminant hepatic failure.",Directed Link,Positive Cause
29476257,5,,propofol,COMPOUND,,NA;,,smell and taste disorders,PHENOTYPE,,POSITIVE,ACTIVE,induce,This case may highly suggest that propofol could induce smell and taste disorders.,Directed Link,Positive Cause
29476394,5,secretion of,adipokines,PROTEIN,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,Lipotoxicity,PHENOTYPE,,POSITIVE,ACTIVE,exert,Lipotoxicity in the bone is exerted by bone marrow fat through the secretion of adipokines and free fatty acids (FFA) (predominantly palmitate).,Directed Link,Positive Increase
29476394,5,secretion of,FFA,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,Lipotoxicity,PHENOTYPE,,POSITIVE,ACTIVE,exert,Lipotoxicity in the bone is exerted by bone marrow fat through the secretion of adipokines and free fatty acids (FFA) (predominantly palmitate).,Directed Link,Positive Increase
29476394,5,secretion of,free fatty acids,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,Lipotoxicity,PHENOTYPE,,POSITIVE,ACTIVE,exert,Lipotoxicity in the bone is exerted by bone marrow fat through the secretion of adipokines and free fatty acids (FFA) (predominantly palmitate).,Directed Link,Positive Increase
29476394,5,secretion of,palmitate,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,Lipotoxicity,PHENOTYPE,,POSITIVE,ACTIVE,exert,Lipotoxicity in the bone is exerted by bone marrow fat through the secretion of adipokines and free fatty acids (FFA) (predominantly palmitate).,Directed Link,Positive Increase
29476394,6,High levels of,FFA,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,decreased,osteoblastogenesis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,associate,"High levels of FFA found in the bone marrow of aged and osteoporotic bone are associated with decreased osteoblastogenesis and bone formation, decreased hematopoiesis, and increased osteoclastogenesis.",Directed Link,Positive Decrease
29476394,6,High levels of,FFA,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,decreased,hematopoiesis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,associate,"High levels of FFA found in the bone marrow of aged and osteoporotic bone are associated with decreased osteoblastogenesis and bone formation, decreased hematopoiesis, and increased osteoclastogenesis.",Directed Link,Positive Decrease
29476394,6,High levels of,FFA,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,increased,osteoclastogenesis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,associate,"High levels of FFA found in the bone marrow of aged and osteoporotic bone are associated with decreased osteoblastogenesis and bone formation, decreased hematopoiesis, and increased osteoclastogenesis.",Directed Link,Positive Increase
29476394,6,High levels of,FFA,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,decreased,bone formation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,associate,"High levels of FFA found in the bone marrow of aged and osteoporotic bone are associated with decreased osteoblastogenesis and bone formation, decreased hematopoiesis, and increased osteoclastogenesis.",Directed Link,Positive Decrease
29476394,7,,FFA,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,differentiation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,affect,"In addition, FFA such as palmitate and stearate induce apoptosis and dysfunctional autophagy in the osteoblasts, thus affecting their differentiation and function.",Directed Link,Directed Link
29476394,7,,palmitate,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,differentiation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,affect,"In addition, FFA such as palmitate and stearate induce apoptosis and dysfunctional autophagy in the osteoblasts, thus affecting their differentiation and function.",Directed Link,Directed Link
29476394,7,,stearate,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,differentiation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,affect,"In addition, FFA such as palmitate and stearate induce apoptosis and dysfunctional autophagy in the osteoblasts, thus affecting their differentiation and function.",Directed Link,Directed Link
29476394,7,,FFA,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"In addition, FFA such as palmitate and stearate induce apoptosis and dysfunctional autophagy in the osteoblasts, thus affecting their differentiation and function.",Directed Link,Positive Cause
29476394,7,,FFA,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,dysfunctional autophagy,PHENOTYPE,,POSITIVE,ACTIVE,induce,"In addition, FFA such as palmitate and stearate induce apoptosis and dysfunctional autophagy in the osteoblasts, thus affecting their differentiation and function.",Directed Link,Positive Cause
29476394,7,,palmitate,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"In addition, FFA such as palmitate and stearate induce apoptosis and dysfunctional autophagy in the osteoblasts, thus affecting their differentiation and function.",Directed Link,Positive Cause
29476394,7,,palmitate,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,dysfunctional autophagy,PHENOTYPE,,POSITIVE,ACTIVE,induce,"In addition, FFA such as palmitate and stearate induce apoptosis and dysfunctional autophagy in the osteoblasts, thus affecting their differentiation and function.",Directed Link,Positive Cause
29476394,7,,stearate,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"In addition, FFA such as palmitate and stearate induce apoptosis and dysfunctional autophagy in the osteoblasts, thus affecting their differentiation and function.",Directed Link,Positive Cause
29476394,7,,stearate,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,dysfunctional autophagy,PHENOTYPE,,POSITIVE,ACTIVE,induce,"In addition, FFA such as palmitate and stearate induce apoptosis and dysfunctional autophagy in the osteoblasts, thus affecting their differentiation and function.",Directed Link,Positive Cause
29476394,9,Inhibition of the synthesis of,FFA,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,osteoclastogenesis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,affect,Inhibition of the synthesis of FFA by marrow fat could facilitate osteoblastogenesis and bone formation while affecting osteoclastogenesis.,Directed Link,Directed Link
29476394,9,Inhibition of the synthesis of,FFA,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,bone formation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,facilitate,Inhibition of the synthesis of FFA by marrow fat could facilitate osteoblastogenesis and bone formation while affecting osteoclastogenesis.,Directed Link,Negative Increase
29476394,9,Inhibition of the synthesis of,FFA,COMPOUND,,Bone=TISSUE; Marrow=ORGAN; Bone Marrow=ORGAN; ,,osteoblastogenesis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,facilitate,Inhibition of the synthesis of FFA by marrow fat could facilitate osteoblastogenesis and bone formation while affecting osteoclastogenesis.,Directed Link,Negative Increase
29476431,0,,Renalase,ENZYME,,NA;,protection against,renal fibrosis,PHENOTYPE,,POSITIVE,ACTIVE,contribute,Renalase contributes to protection against renal fibrosis via inhibiting oxidative stress in rats.,Directed Link,Positive Cause
29476431,0,,Renalase,ENZYME,,NA;,,oxidative stress,PHENOTYPE,,POSITIVE,ACTIVE,inhibit,Renalase contributes to protection against renal fibrosis via inhibiting oxidative stress in rats.,Directed Link,Negative Cause
29476431,0,inhibiting,oxidative stress,PHENOTYPE,,NA;,protection against,renal fibrosis,PHENOTYPE,,POSITIVE,ACTIVE,contribute,Renalase contributes to protection against renal fibrosis via inhibiting oxidative stress in rats.,Directed Link,Negative Increase
29476431,2,,renalase,ENZYME,,NA;,,renal interstitial fibrosis,PHENOTYPE,in unilateral ureteral obstruction (UUO) rats,POSITIVE,ACTIVE,ameliorate,"In our previous study, it has been provided that renalase can ameliorate renal interstitial fibrosis in unilateral ureteral obstruction (UUO) rats.",Directed Link,Negative Cause
29476431,3,,renalase,ENZYME,,NA;,,renal fibrosis,PHENOTYPE,,POSITIVE,ACTIVE,alleviate,The other mechanism of renalase to alleviate renal fibrosis should be explored.,Directed Link,Negative Cause
29476431,5,,Oxidative stress,PHENOTYPE,,NA;,,EMT,BIOLOGICAL PROCESS,in HK-2 cells,POSITIVE,ACTIVE,induce,Oxidative stress could induce EMT and fibrosis in HK-2 cells.,Directed Link,Positive Cause
29476431,5,,Oxidative stress,PHENOTYPE,,NA;,,fibrosis,PHENOTYPE,in HK-2 cells,POSITIVE,ACTIVE,induce,Oxidative stress could induce EMT and fibrosis in HK-2 cells.,Directed Link,Positive Cause
29476431,6,,oxidative stress,PHENOTYPE,,NA;,,RIF,PHENOTYPE,,POSITIVE,ACTIVE,lead,"In the UUO model, oxidative stress occurred and maintained at a high level leading to RIF.",Directed Link,Positive Cause
30489685,0,Selective inactivation of ,Lgi1,GENE,,NA;,,cortical dysplasia,PHENOTYPE,,POSITIVE,ACTIVE,lead,Selective inactivation of Lgi1 in neuronal precursor cells leads to cortical dysplasia in mice.,Directed Link,Negative Increase
30489685,1,Constitutional mutations,LGI1,GENE,,NA;,,autosomal dominant epilepsy syndrome,PHENOTYPE,,POSITIVE,ACTIVE,predispose,Constitutional mutations in LGI1 predispose to an autosomal dominant epilepsy syndrome in humans and germline inactivation of Lgi1 in mice leads to early onset seizures.,Directed Link,Positive Cause
30489685,1,germline inactivation of,LGI1,GENE,,NA;,,early onset seizures,PHENOTYPE,,POSITIVE,ACTIVE,lead,Constitutional mutations in LGI1 predispose to an autosomal dominant epilepsy syndrome in humans and germline inactivation of Lgi1 in mice leads to early onset seizures.,Directed Link,Negative Increase
30500440,0,with post-transplant cyclophosphamide plus thiotepa,Haploidentical bone marrow transplant ,PHENOTYPE,,NA;,,donor engraftment,PHENOTYPE,,POSITIVE,ACTIVE,improve,Haploidentical bone marrow transplant with post-transplant cyclophosphamide plus thiotepa improves donor engraftment in patients with sickle cell anemia: results of an international learning collaborative.,Directed Link,Positive Cause
30500445,10,,inflammatory response secondary,PHENOTYPE,,NA;,,chronic pain,PHENOTYPE,,POSITIVE,ACTIVE,lead,"However, an adverse inflammatory response secondary to this implantation is frequently observed, leading to a strong discomfort and chronic pain in the patients.",Directed Link,Positive Cause
30500430,1,,propranolol,COMPOUND,,NA;,,dysphoric affective state,PHENOTYPE,,POSITIVE,ACTIVE,attenuate,"In contrast, only propranolol pretreatment attenuated the dysphoric affective state accompanying naloxone-precipitated morphine withdrawal as assessed in the conditioned place aversion (N-CPA) paradigm.",Directed Link,Negative Cause
30500462,2,,dopamine,COMPOUND,,NA;,,locomotion,PHENOTYPE,,POSITIVE,ACTIVE,regulate,"Dopamine acts through dopamine receptors (D1 to D5) to regulate locomotion, motivation, pleasure, attention, cognitive functions and formation of newborn neurons, all of which are likely to be impaired in PD.",Directed Link,Directed Link
30500462,2,,dopamine,COMPOUND,,NA;,,motivation,PHENOTYPE,,POSITIVE,ACTIVE,regulate,"Dopamine acts through dopamine receptors (D1 to D5) to regulate locomotion, motivation, pleasure, attention, cognitive functions and formation of newborn neurons, all of which are likely to be impaired in PD.",Directed Link,Directed Link
30500462,2,,dopamine,COMPOUND,,NA;,,pleasure,PHENOTYPE,,POSITIVE,ACTIVE,regulate,"Dopamine acts through dopamine receptors (D1 to D5) to regulate locomotion, motivation, pleasure, attention, cognitive functions and formation of newborn neurons, all of which are likely to be impaired in PD.",Directed Link,Directed Link
30500462,2,,dopamine,COMPOUND,,NA;,,attention,PHENOTYPE,,POSITIVE,ACTIVE,regulate,"Dopamine acts through dopamine receptors (D1 to D5) to regulate locomotion, motivation, pleasure, attention, cognitive functions and formation of newborn neurons, all of which are likely to be impaired in PD.",Directed Link,Directed Link
30500462,2,,dopamine,COMPOUND,,NA;,,cognitive functions,PHENOTYPE,,POSITIVE,ACTIVE,regulate,"Dopamine acts through dopamine receptors (D1 to D5) to regulate locomotion, motivation, pleasure, attention, cognitive functions and formation of newborn neurons, all of which are likely to be impaired in PD.",Directed Link,Directed Link
30500462,2,,dopamine,COMPOUND,,NA;,,formation of newborn neurons,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,regulate,"Dopamine acts through dopamine receptors (D1 to D5) to regulate locomotion, motivation, pleasure, attention, cognitive functions and formation of newborn neurons, all of which are likely to be impaired in PD.",Directed Link,Directed Link
30489666,4,,isoflurane anesthesia,COMPOUND,,NA;,,vasodilation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Furthermore, the commonly used isoflurane anesthesia induces vasodilation and is thereby inherently a vascular challenge.",Directed Link,Positive Cause
30500459,8,,NAC,COMPOUND,,NA;,,intrinsic apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,reverse,NAC completely reversed BTPA-induced ROS-dependent mitochondrial-mediated intrinsic apoptosis.,Directed Link,Negative Cause
30500453,12,,tebuconazole,COMPOUND,,Danio rerio=ORGANISM; ,,oxidative phosphorylation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,affect,"This study demonstrates that exposure to tebuconazole can affect survival, hatch time, oxidative phosphorylation, and behavioral activity of early-staged zebrafish.",Directed Link,Directed Link
30500453,12,,tebuconazole,COMPOUND,,Danio rerio=ORGANISM; ,,survival,PHENOTYPE,,POSITIVE,ACTIVE,affect,"This study demonstrates that exposure to tebuconazole can affect survival, hatch time, oxidative phosphorylation, and behavioral activity of early-staged zebrafish.",Directed Link,Directed Link
30500453,12,,tebuconazole,COMPOUND,,Danio rerio=ORGANISM; ,,behavioral activity,PHENOTYPE,,POSITIVE,ACTIVE,affect,"This study demonstrates that exposure to tebuconazole can affect survival, hatch time, oxidative phosphorylation, and behavioral activity of early-staged zebrafish.",Directed Link,Directed Link
30500453,12,,tebuconazole,COMPOUND,,Danio rerio=ORGANISM; ,,hatch time,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,affect,"This study demonstrates that exposure to tebuconazole can affect survival, hatch time, oxidative phosphorylation, and behavioral activity of early-staged zebrafish.",Directed Link,Directed Link
30489627,1,corneal,CXCL12,GENE,,Cells=CELL; Cornea=ORGAN; Dendritic Cells=CELL; ,,CXCR4+ cDC ,CELL,,POSITIVE,ACTIVE,play,Our results demonstrate that corneal CXCL12 plays a direct role in CXCR4+ cDC recruitment into the cornea.,Directed Link,Directed Link
30487053,1,,niacin,COMPOUND,,NA;,,HCAR2,PROTEIN,,POSITIVE,ACTIVE,cause,"In dairy cows, administration of high dosages of niacin (nicotinic acid, NA) was found to cause antilipolytic effects, which are mediated by the NA receptor hydroxyl-carboxylic acid receptor 2 (HCAR2) in white adipose tissue (WAT), and thereby an altered hepatic lipid metabolism.",Directed Link,Directed Link
30487053,1,,niacin,COMPOUND,,NA;,,hepatic lipid metabolism,PHENOTYPE,,POSITIVE,ACTIVE,alter,"In dairy cows, administration of high dosages of niacin (nicotinic acid, NA) was found to cause antilipolytic effects, which are mediated by the NA receptor hydroxyl-carboxylic acid receptor 2 (HCAR2) in white adipose tissue (WAT), and thereby an altered hepatic lipid metabolism.",Directed Link,Directed Link
30499032,10,,GARS,GENE,,Oryza=ORGANISM; Oryza sativa=ORGANISM; ,,plastid-encoded genes,GENE,,POSITIVE,ACTIVE,affect,Our results indicated that GARS was involved in chloroplast development at early leaf development by affecting the expression of plastid-encoded genes.,Directed Link,Directed Link
30499042,1,knockout of,Fgfr1,GENE,,NA;,,heterotopic chondrogenesis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,Our results show that specific knockout of Fgfr1 in neural crest cells induced heterotopic chondrogenesis and osteogenesis at the interface of the anterior portions of frontal bones.,Directed Link,Negative Increase
30499042,1,knockout of,Fgfr1,GENE,,NA;,,osteogenesis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,Our results show that specific knockout of Fgfr1 in neural crest cells induced heterotopic chondrogenesis and osteogenesis at the interface of the anterior portions of frontal bones.,Directed Link,Negative Increase
30499051,1,resistance to ,intravenous immunoglobulin,MOLECULAR FUNCTION,,NA;,,coronary lesions,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,associate,"Since resistance to intravenous immunoglobulin (IVIG) is associated with coronary lesions (CALs) in Kawasaki disease (KD), it is crucial to identify patients at risk to protect them from coronary involvement.",Undirected Link,Undirected Link
30500548,10,,TCF7,GENE,,NA;,,Bcl6 transcription,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,promote,"Moreover, TCF7 promoted Bcl6 transcription in response to the GCRV challenge.",Directed Link,Positive Cause
30489378,1,,surgical injury,PHENOTYPE,,NA;,,Horner syndrome ,PHENOTYPE,,POSITIVE,ACTIVE,result,Horner syndrome resulting from surgical injury to the ipsilateral cervical sympathetic chain is a very rare complication of anterior spine surgery that has been reported when the lower cervical levels have been approached.,Directed Link,Positive Cause
30502800,6,,circovirus infection,PHENOTYPE,,Circovirus=ORGANISM; Mucor=ORGANISM; ,,fungal infection,PHENOTYPE,,POSITIVE,ACTIVE,facilitate,The circovirus infection in this bird might have induced immunosuppression and thus facilitated the fungal infection.,Directed Link,Positive Cause
30502800,6,,circovirus infection,PHENOTYPE,,Circovirus=ORGANISM; Mucor=ORGANISM; ,,immunosuppression,PHENOTYPE,,POSITIVE,ACTIVE,induce,The circovirus infection in this bird might have induced immunosuppression and thus facilitated the fungal infection.,Directed Link,Positive Cause
30514847,2,,reproduction,BIOLOGICAL PROCESS,,Wolbachia=ORGANISM; ,,diapause induction,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,affect,"The mode of reproduction, developmental temperature, maternal photoperiod and the quality of the host significantly affected diapause induction.",Directed Link,Positive Cause
30514847,2,, developmental temperature,BIOLOGICAL PROCESS,,Wolbachia=ORGANISM; ,,diapause induction,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,affect,"The mode of reproduction, developmental temperature, maternal photoperiod and the quality of the host significantly affected diapause induction.",Directed Link,Positive Cause
30514847,2,, maternal photoperiod,BIOLOGICAL PROCESS,,Wolbachia=ORGANISM; ,,diapause induction,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,affect,"The mode of reproduction, developmental temperature, maternal photoperiod and the quality of the host significantly affected diapause induction.",Directed Link,Positive Cause
30514847,2,, quality of the host,BIOLOGICAL PROCESS,,Wolbachia=ORGANISM; ,,diapause induction,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,affect,"The mode of reproduction, developmental temperature, maternal photoperiod and the quality of the host significantly affected diapause induction.",Directed Link,Positive Cause
30514847,6,,diapause,BIOLOGICAL PROCESS,,Wolbachia=ORGANISM; ,,duration of storage conditions,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,affect,A successful diapause in beneficial insects could affect the efficiency of mass rearing by increasing the duration of storage conditions based on a high percent emergence and providing a large number of individuals at the appropriate time in the field season.,Directed Link,Positive Cause
30502867,10,,"combination of omega-3 fatty acids, magnesium, and zinc",COMPOUND,,NA;,,behavioral disorders,PHENOTYPE,,POSITIVE,ACTIVE,improve,"Results of the study reported here support the hypothesis that a combination of omega-3 fatty acids, magnesium, and zinc may improve some of the behavioral disorders.",Directed Link,Negative Cause
30500207,2,inhibit,DNA replication,BIOLOGICAL PROCESS,,NA;,,aging,PHENOTYPE,,POSITIVE,ACTIVE,inhibit,"Aberrantly modified nucleobases mediate genomic mutations and inhibit DNA replication leading to adverse health consequences such as cancer, neurological diseases and aging.",Directed Link,Negative Increase
30500207,2,inhibit,DNA replication,BIOLOGICAL PROCESS,,NA;,,cancer,PHENOTYPE,,POSITIVE,ACTIVE,inhibit,"Aberrantly modified nucleobases mediate genomic mutations and inhibit DNA replication leading to adverse health consequences such as cancer, neurological diseases and aging.",Directed Link,Negative Increase
30500207,2,inhibit,DNA replication,BIOLOGICAL PROCESS,,NA;,,neurological diseases,PHENOTYPE,,POSITIVE,ACTIVE,inhibit,"Aberrantly modified nucleobases mediate genomic mutations and inhibit DNA replication leading to adverse health consequences such as cancer, neurological diseases and aging.",Directed Link,Negative Increase
30499066,3,elevated,oxidative stress,PHENOTYPE,,NA;,,brain injury,PHENOTYPE,,POSITIVE,ACTIVE,lead,"In recent years, it was proposed that oxidative stress was elevated and led to brain injury.",Directed Link,Positive Increase
30500500,3,,KCNQ1 polymorphism,GENE,,NA;,,cardiovascular diseases,PHENOTYPE,,POSITIVE,ACTIVE,associate,"KCNQ1 polymorphisms were associated with many diseases, including many metabolic and cardiovascular diseases and therefore they can be employed as biomarkers.",Undirected Link,Undirected Link
30500500,3,,KCNQ1 polymorphism,GENE,,NA;,,metabolic,PHENOTYPE,,POSITIVE,ACTIVE,associate,"KCNQ1 polymorphisms were associated with many diseases, including many metabolic and cardiovascular diseases and therefore they can be employed as biomarkers.",Undirected Link,Undirected Link
30500500,9,,KCNQ1 polymorphism,GENE,,NA;,,cardiovascular diseases,PHENOTYPE,,POSITIVE,ACTIVE,associate,This study is the first genetic epidemiology study that investigated the allelic frequencies of KCNQ1 polymorphisms associated with metabolic syndromes as well as cardiovascular diseases.,Undirected Link,Undirected Link
30500500,9,,KCNQ1 polymorphism,GENE,,NA;,,metabolic syndromes,PHENOTYPE,,POSITIVE,ACTIVE,associate,This study is the first genetic epidemiology study that investigated the allelic frequencies of KCNQ1 polymorphisms associated with metabolic syndromes as well as cardiovascular diseases.,Undirected Link,Undirected Link
30500518,8,,VIGS,BIOLOGICAL PROCESS,,Gossypium=ORGANISM; Arabidopsis=ORGANISM; ,,GhPHOT2-1,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,silence,"On the contrary, silencing of GhPHOT2-1 by virus-induced gene silencing (VIGS) disrupted high blue light-induced chloroplast avoidance movement and caused photo damage in cotton leaves.",Directed Link,Negative Cause
30500518,8,,VIGS,BIOLOGICAL PROCESS,,Gossypium=ORGANISM; Arabidopsis=ORGANISM; ,,high blue light-induced chloroplast avoidance movement,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,disrupt,"On the contrary, silencing of GhPHOT2-1 by virus-induced gene silencing (VIGS) disrupted high blue light-induced chloroplast avoidance movement and caused photo damage in cotton leaves.",Directed Link,Negative Cause
30500518,8,,VIGS,BIOLOGICAL PROCESS,,Gossypium=ORGANISM; Arabidopsis=ORGANISM; ,,photo damage,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,disrupt,"On the contrary, silencing of GhPHOT2-1 by virus-induced gene silencing (VIGS) disrupted high blue light-induced chloroplast avoidance movement and caused photo damage in cotton leaves.",Directed Link,Negative Cause
30499100,1,variants,CACNA1S,GENE,,NA;,,malignant hyperthermia,PHENOTYPE,,POSITIVE,ACTIVE,lead,The identification in a patient of one of the 50 variants in the RYR1 or CACNA1S genes reviewed here should lead to a presumption of malignant hyperthermia susceptibility.,Directed Link,Directed Link
30499100,1,variants,RYR1,GENE,,NA;,,malignant hyperthermia,PHENOTYPE,,POSITIVE,ACTIVE,lead,The identification in a patient of one of the 50 variants in the RYR1 or CACNA1S genes reviewed here should lead to a presumption of malignant hyperthermia susceptibility.,Directed Link,Directed Link
30499104,2,,FOXM1,PROTEIN,,NA;,,lung tumor,PHENOTYPE,,POSITIVE,ACTIVE,involve,"Overexpression of transcription factor forkhead box M1 (FOXM1) is involved in the inauspicious development of several types of cancer, including lung tumor aggressiveness.",Directed Link,Directed Link
30499104,2,,forkhead box M1,PROTEIN,,NA;,,lung tumor,PHENOTYPE,,POSITIVE,ACTIVE,involve,"Overexpression of transcription factor forkhead box M1 (FOXM1) is involved in the inauspicious development of several types of cancer, including lung tumor aggressiveness.",Directed Link,Directed Link
30499104,3,,MED28,GENE,,NA;,,cell growth,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,modulate,"Our laboratory has previously found that MED28, a Mediator subunit for transcriptional activation, modulates cell growth, epithelial-mesenchymal transition, migration, and invasion in human breast cancer cells.",Directed Link,Directed Link
30499104,3,,MED28,GENE,,NA;,, migration,PHENOTYPE,,POSITIVE,ACTIVE,modulate,"Our laboratory has previously found that MED28, a Mediator subunit for transcriptional activation, modulates cell growth, epithelial-mesenchymal transition, migration, and invasion in human breast cancer cells.",Directed Link,Directed Link
30499104,3,,MED28,GENE,,NA;,,invasion,PHENOTYPE,,POSITIVE,ACTIVE,modulate,"Our laboratory has previously found that MED28, a Mediator subunit for transcriptional activation, modulates cell growth, epithelial-mesenchymal transition, migration, and invasion in human breast cancer cells.",Directed Link,Directed Link
30499104,6,,MMP2,GENE,,NA;,,cell migration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,enhance,"Herein, we report that the increased expression levels of both MED28 and FOXM1 elevated the expression of matrix metalloproteinase 2 (MMP2), a metastasis marker, which enhanced cell migration and matrigel invasion of NSCLC cells.",Directed Link,Directed Link
30499104,6,,MMP2,GENE,,NA;,,matrigel invasion,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,enhance,"Herein, we report that the increased expression levels of both MED28 and FOXM1 elevated the expression of matrix metalloproteinase 2 (MMP2), a metastasis marker, which enhanced cell migration and matrigel invasion of NSCLC cells.",Directed Link,Directed Link
30499104,6,increased expression levels of, MED28 and FOXM1,GENE,,NA;,,MMP2,GENE,,POSITIVE,ACTIVE,increase,"Herein, we report that the increased expression levels of both MED28 and FOXM1 elevated the expression of matrix metalloproteinase 2 (MMP2), a metastasis marker, which enhanced cell migration and matrigel invasion of NSCLC cells.",Directed Link,Positive Increase
30499104,8,active form of,FOXM1,GENE,,NA;,,MMP2,GENE,,POSITIVE,ACTIVE,attenuate,"Moreover, MED28 small interfering RNA-mediated MMP2 gene suppression could be attenuated by inducible expression of a constitutively active form of FOXM1, which consequently restored the migration and invasion ability of NSCLC cells.",Directed Link,Positive Decrease
30499112,8, inhibition,EGFR,MOLECULAR FUNCTION,,Cell=CELL; ,survival of,lung cancer,PHENOTYPE,,POSITIVE,ACTIVE,improve,"Together with emerging evidence that EGFR inhibition may improve survival of lung cancer patients through immunologic and direct cell killing mechanisms, these results suggest erlotinib-enhanced PDT may significantly improve outcomes for MPM patients.",Directed Link,Negative Increase
